BENZOL WASHER INLET GAS TEMP,BENZOL WASHER  INLET OIL TEMP,RICH OIL FLOW(M3/hr),DISTILLATION COLUMN MIDDLE TEMP,STEAM FLOW TO REGENERATOR (T/hr),STEAM TEMP TO REGENERTOR ,DISTILLATION COLUMN TOP TEMP,DISTILLATION COLUMN BOTTOM TEMP,PRODUCTION (TON),PRODUCT TEMP,PIPEHEATER MIDDLE TEMP,STEAM INLET TEMP TO PIPEHEATER
28.36,12.39,65.3,,2.39,346.64,94.02,168.05,26.46,37.26,394.7,149.04
27.62,12.55,65.1,,2.37,346.94,93.99,165.38,26.54,36.25,395.4,148.5
27.39,25.69,65.25,,3.54,310.03,94.32,166.93,26.43,36.98,397.04,149.96
28.3,0,0,,0,0,0,0,0,0,0,0
0,30.06,65.61,,4.45,300.5,94.6,166.97,26.13,35.93,399.06,145.87
30.06,30.2,65.63,,6.72,199.17,94.46,166.43,26.14,36.76,398.83,147.4
30.2,28.07,65.41,,2.35,346.11,94.38,166.88,26.36,38.71,398.14,152.69
28.07,27.24,65.67,,2.38,343.11,93.94,166.98,26.86,36.36,395.07,148.74
27.24,0,0,,0,0,0,0,0,0,0,0
0,27.49,64.72,,2.36,345.99,94.31,165.06,26.35,35.04,402.14,145.75
27.49,28.49,65.4,,2.37,347.01,94,165.92,26.19,35.87,401.27,147.79
28.49,27.5,65.24,,2.38,346.9,94.06,167.4,26.09,36.6,402.28,147.47
27.5,27.6,65.22,,2.35,345.8,94.03,167.8,25.57,37.03,402.6,146.41
27.6,27.6,65.77,,2.35,343.7,94.18,97.7,24.85,36.86,401.3,146.7
27.6,27.9,66.6,,2.35,339.9,94.77,98.07,25.39,37.7,400.9,146.66
27.9,28.16,65.2,,2.37,339.43,94.18,97.31,24.68,37.1,400.14,147.29
28.16,29.14,64.6,,2.38,342.6,94.3,97.12,24.41,38.32,402.8,179.58
29.14,28.41,64.46,,2.37,339.91,94.23,166.06,24.59,37.97,406.6,149.66
28.41,28.6,64.78,,2.41,336.8,94.31,168.1,25.03,38.8,409.9,149.83
28.6,28.76,64.38,,2.4,340.53,93.98,167.44,25.03,38.79,407.53,149.45
28.76,28.75,64.56,,2.39,341.61,95.5,168.11,25.38,38.28,409.7,150.1
28.75,28.38,64.73,,2.39,340.65,94.25,167.27,25.43,38.75,407.98,150.91
28.38,28.97,64.88,,2.29,336.3,94.06,169.03,25.75,39.32,408.98,149.04
28.97,30.16,65.59,,2.4,331.68,94.22,167.7,25.21,39.63,410.11,151.12
30.16,29.69,29.12,,1.4,215,70.09,120.7,8.31,36.36,214,120
29.69,0,64.9,,2.35,342.1,94,163.4,14.24,36,400,150.46
0,29.4,65.5,,2.34,343.8,94,165.4,26.54,36.2,405.4,147.79
29.4,29.05,65.41,,2.36,341.48,94.01,168.92,25.38,36.61,404.51,146.81
29.05,29.58,65.18,,2.36,340.8,94,168.75,25.12,37.42,402.4,145
29.58,29.51,65.43,,2.38,337.1,94.01,169.6,26.01,37.6,402.3,151.04
29.51,30.08,65.38,,2.36,336.7,94,168.7,26.01,38.07,403.28,152.13
30.08,29.5,65.18,,2.36,332.4,94,167.7,26.18,36.29,401.02,151.37
29.5,12.83,65.7,,2.29,335.23,94.09,170.81,26.81,36.46,389.4,153.9
29.43,12.85,65.62,,2.38,339.89,94.51,170.07,26.89,36.69,393.12,149.87
29.33,12.91,65.48,,2.34,331.9,94.4,170.22,27.25,36.44,393.4,151
29.59,12.75,65.35,,2.34,335.5,94.4,170.97,26.36,38.32,399.9,151.43
30.53,12.59,65.16,,2.4,333.07,93.78,168.82,27.42,37.99,396,152.08
30.19,12.91,65.28,,2.39,342.41,94,169.27,27.52,36.97,385.95,151.2
29.35,25.34,63.96,,2.32,335.39,93.15,153.19,24.25,37.42,395.34,149.37
28.97,0,0,,0,0,0,0,0,0,0,0
0,27.82,65.45,,2.36,344.1,94.22,152.78,25.44,36.6,401.52,146.87
27.82,28.37,65.11,,2.38,340.41,94.28,132.35,24.86,37.93,404.17,152.74
28.37,29.19,57.78,,2.17,313.05,89.62,144.26,22.02,38.47,370.15,145.27
29.19,29.52,65.28,,2.36,339.2,94,167.5,24.21,36.88,402.7,149.02
29.52,29.8,65.3,,2.4,337.4,94.03,169.6,37.32,37.55,389,151.2
29.8,29.86,65.9,,2.43,337.8,94.02,171.26,27.95,38.5,393.77,153.54
29.86,29.2,65.5,,2.37,337.7,93.9,168.6,27.25,36.7,389.9,154
29.2,29.8,65.1,,2.26,336,93.8,164.09,24.5,37.48,390.6,148.62
29.8,29.55,65.7,,2.42,346.6,93.9,170,27.06,37.24,387.5,153.15
29.55,29.97,65.11,,2.41,342.42,94,169.96,26.45,38.25,382.36,153.66
29.97,29.69,65.51,,2.42,340.45,93.98,170.09,26.36,38.69,382.66,150.79
29.69,29.61,65.4,,2.43,337.24,94.03,170.9,26.36,39.14,384.31,155.12
29.61,30.12,65.07,,2.43,337.24,94.03,171.3,26.71,39.5,379.39,154.29
30.12,29.3,64.89,,2.41,337.24,93.99,165.4,25.56,36.7,382.4,153.87
29.3,29.71,65.93,,2.38,337.24,94.04,169.7,26.54,37.92,390.05,154.21
29.71,29.8,64.7,,2.41,351.6,93.9,167.8,26.89,38.5,384.8,151.7
29.8,29.5,65.1,,2.4,355.3,93.99,168.6,26.72,37.36,386.5,152.75
29.5,29.2,65.8,,2.39,354.1,94,167.6,26.89,37.35,387.5,149.5
29.2,29.98,65.6,,2.39,357,94.11,167.9,26.89,36.32,389.5,154.16
29.98,29.8,65.02,,2.42,355.2,94.29,169.2,26.44,39.3,386.9,155.76
29.8,30.01,65.24,,2.44,353.8,94.28,169.4,26.72,38.28,386.3,152.37
30.01,29.03,65.25,,2.45,352.1,94.29,167.1,26.72,36.99,383.4,151.83
29.03,28.55,64.87,,2.41,353.53,94.29,169.82,27.24,35.55,385.06,151.93
28.55,29.28,65.46,,2.47,358.36,94.39,169.36,26.54,36.24,387.68,150.87
29.28,27.82,65.67,,2.44,356.73,94.28,169.8,26.8,36.49,386.5,150.95
27.82,28.8,26.85,,0.79,212.05,62,127.81,3.89,30.39,217.81,143.66
28.8,28.59,52.29,,2.39,331.54,95.09,165.62,27.51,36.17,395.87,149.8
28.59,28.47,65.22,,2.42,338.47,94.35,166.56,26.89,34.64,399.98,142.08
28.47,28.17,63.79,,2.21,321.47,90.4,159.37,24.15,32.33,402.98,139.31
28.17,12.99,64.88,,2.4,331.2,94.32,165.99,27.51,33.72,406.53,134.2
28.42,13.02,65.21,,2.38,331.51,94.31,170.9,27.95,34.4,395.7,133.5
29.05,12.83,65.03,,2.4,350.15,94.35,171.57,26.8,35.35,389.18,134.75
29.29,12.96,65,,2.38,347.77,94.31,168.03,26.98,35.37,385.75,133.95
28.58,12.89,65.44,,2.39,345.97,94.31,169.11,26.98,36.3,390.54,134.16
28.24,26.61,63.53,,2.34,339.51,0,0,0,0,383.35,148.32
29.24,0,0,,0,0,0,0,0,0,0,0
0,29.7,65.45,,2.39,339.77,93.95,168.71,27.91,37.77,387.97,152.14
29.7,29.71,65.37,,2.41,339.78,94,169.56,26.33,38.21,384.1,153.58
29.71,29.62,65.24,,2.41,354.16,94.12,168.84,26.75,37.73,386.41,152.5
29.62,28.53,57.74,,2.16,324.59,89.26,161.19,23.29,34.54,367.98,146.11
28.53,,,,,,,,,,,
